ClassTissuePost,ClassTissuePre,ClassTissueFlair,ClassTumorPost,ClassTumorPre,ClassTumorFlair,ClassEdemaPost,ClassEdemaPre,ClassEdemaFlair
1.1494199,0.8340985,0.39043638,1.801417,1.2147757,1.4762833,0.90947306,1.0214391,1.6068735
0.14658602,0.21055293,0.51282436,1.5354531,1.3713226,1.3239784,1.0688391,1.1602327,1.3756933
1.1742315,1.0747538,0.27838367,1.4588822,1.0940593,1.2688751,1.058664,1.1404161,1.3261496
0.09002831,0.20317937,0.29460505,1.3077933,1.1084775,1.3704777,0.9206896,1.0830297,1.7951458
0.9864379,0.99054486,1.12552,1.8671436,1.1878326,1.7017769,0.82028115,1.018699,1.6229552
0.49836707,0.49578854,0.04345621,1.9110476,1.2345302,1.5331386,0.85291636,1.0187211,1.5942404
1.0071802,1.1065603,1.0329239,1.5797812,0.922285,1.133278,0.8324413,1.0679139,1.4949667
0.99364,1.0447484,1.1161795,1.5995344,0.83927906,1.0355083,0.861673,1.0274974,1.4317431
0.9961721,1.1321319,1.1151098,1.977,1.2204189,1.7812738,1.1441374,1.1684179,1.4483588
1.0415702,1.1113123,1.0635035,1.1266661,0.6949599,0.9464283,0.8568944,0.98023266,1.6664189
0.98793113,1.0686272,0.8373382,1.327322,1.3274846,1.6290808,1.0467554,1.1694849,1.3974499
0.26278043,0.17262365,0.27852333,1.7513083,1.1044255,1.293945,1.2552581,1.1740259,1.5087662
1.1943356,0.9340199,0.31585553,2.085499,1.0981215,1.6118987,1.0973054,1.1170189,1.210741
0.9964227,1.1233337,1.1966897,1.2405412,0.9942125,1.1769634,1.2527168,1.1518625,1.1814183
0.9475393,1.0677574,0.97388136,1.564831,1.2273954,1.3897341,1.2093114,1.2360836,1.3380812
0.3610355,0.2615378,0.14914653,2.0252926,1.1164256,1.2807235,0.82703966,0.96027935,1.6629107
0.6855467,0.4829927,0.27978984,1.9237038,1.1752869,1.514519,1.0359496,1.0915447,1.5258394
0.9795803,1.1342765,1.1304039,1.9172148,1.2435051,1.5999799,1.0820497,1.1583666,1.033495
0.22653985,0.22503749,0.15926352,1.3531764,1.247642,1.7245142,0.9283062,1.0128316,1.6679049
1.119219,1.2011997,1.1462699,1.8828142,1.0876527,1.7103084,1.22703,1.2444395,1.3163346
0.024941685,0.20165843,0.08003199,1.3377086,0.9391691,1.137987,1.0576481,1.1322405,1.5824652
1.0386759,1.1498402,1.0444741,1.7804482,1.4130743,1.5798752,0.81918585,0.93237776,1.6349245
0.3334919,0.36893585,0.2713782,2.4037583,1.0806074,1.6844362,0.97169316,1.0509317,1.4365958
0.05709827,0.10480314,0.19594319,1.5707736,1.1746285,1.323579,0.94139034,1.0381387,1.6444912
0.6998491,0.20512082,0.20582972,1.6587071,1.1510285,1.2960691,0.8869295,1.0713122,1.6746494
0.46866813,0.40239623,0.11520512,1.058485,1.2700702,1.6870099,1.0129052,1.1029576,1.3468183
1.1028423,0.6096076,0.26535746,1.3245658,0.65590584,0.6791126,1.1393092,1.1425084,1.1820279
0.35351706,0.2392279,0.24326202,1.6583227,0.82402474,0.77878296,0.9287059,1.0442938,1.5947466
0.92238486,0.67731726,0.39723647,1.7056043,1.1289434,1.7018317,0.9998162,1.1691899,1.3944912
0.908579,1.065682,1.0046579,1.968822,1.1599873,1.757602,1.0152254,1.1171333,1.4586221
0.20257737,0.13199215,0.057926606,2.0624485,1.0767356,1.2631654,0.92253625,1.1149831,1.7089785
1.0134085,1.1258,1.0821301,1.4639503,0.9344693,1.0859128,1.010876,1.1196936,1.6132414
0.85871655,0.5795183,0.47265548,2.0569987,0.9621969,1.1462269,1.0050716,1.1078364,1.2856215
1.1547338,1.1471717,1.2364963,1.1190751,1.1422554,1.4417461,1.220051,1.1641313,1.3329978
0.13626789,0.44976276,1.202196,1.3396459,1.1353506,1.2838954,1.1819314,1.1620238,1.3451009
0.36845663,0.23258896,0.13287683,1.8067414,1.1742306,1.3749542,1.1678151,1.2111461,1.1282072
0.93575674,0.804727,1.0072296,1.3720173,1.1547296,1.356195,1.1343346,1.0887374,1.4481475
0.22548364,0.10783515,0.1470942,1.5387287,1.0793464,1.3304014,1.0223104,1.1542948,1.5004506
1.1247036,1.0691379,1.0202041,1.6867943,1.1534513,1.5209355,1.0103844,1.1539006,1.2624617
0.033044867,0.33726382,0.060728896,2.0541747,0.9268101,1.1681262,1.0653721,1.144117,1.0434959
0.73235524,0.6936226,0.2185955,1.1293372,1.0699054,0.9885037,1.4381665,1.0721521,1.6030746
0.99990165,1.0914676,1.010342,1.4664321,1.5178773,1.8583093,0.9417527,1.0101358,1.6140177
0.68915296,0.32072556,0.17262314,1.2906266,1.0486014,1.2979602,1.0553129,1.1033785,1.4554125
0.94524163,0.41949582,0.30778527,1.6033733,1.1705093,1.3232222,0.97739977,1.0455303,1.6218328
1.0227838,1.1631749,1.1496699,1.2370973,0.96302503,1.074494,1.0470347,1.1583074,1.141387
0.019855462,0.101277255,0.12771524,1.4416146,1.311071,2.0542033,0.9674534,1.1080164,1.2238328
0.74558693,0.38685033,0.1812188,1.5866168,0.924289,1.093415,1.0714794,1.1568999,1.119624
1.054126,1.1501648,1.006171,2.1144223,1.5517666,1.7656978,1.1474217,1.2617744,1.4451936
1.081517,1.1673316,1.0524186,1.2781419,1.335318,1.829878,1.1340533,1.1082582,1.5590318
0.12870726,0.18432708,0.20486327,1.7111411,1.7943473,1.7330627,1.0988992,1.195993,1.4216232
0.3375607,0.49270424,0.17906572,1.980806,0.9373309,1.1236675,0.9900428,1.0961883,1.4931402
1.1932178,1.1237379,1.035284,1.8311701,1.128098,1.483387,1.1468198,1.1419423,1.4285334
0.36054474,0.23510966,0.14854796,1.4595652,1.1284719,1.2382028,1.1529257,1.1935183,1.1412736
0.9647944,0.9299175,1.0665282,1.110815,1.404108,2.4667208,1.0421807,1.1040595,1.6638815
1.04823,1.1454837,0.98591006,1.5401226,1.2459002,1.6720479,1.0526328,1.0938845,1.6228994
0.1070235,0.16452543,0.14778508,1.1938587,1.0140761,1.1365271,1.0765764,1.0795712,1.5783819
1.1034087,0.7435289,0.229956,1.1658647,1.1704786,1.3013299,0.8965988,0.99706095,1.7606101
1.0174394,1.1190253,1.1916503,0.6952192,0.5202533,0.725087,1.1087359,1.1503693,1.3205287
1.0485616,1.1493716,0.99684757,1.2657282,1.0189431,0.71597046,0.9033058,1.0457398,1.6507068
0.83849114,0.7195295,0.1906072,1.1897068,1.5246822,1.6210178,1.0465026,1.1230435,1.3964525
0.21366808,0.20563884,0.03722357,1.2065865,1.1466846,1.4891893,1.1577481,1.1983064,1.2461605
0.87404907,0.8194184,0.83915573,1.6762108,0.8358273,0.7124942,0.961504,1.0660094,1.7332017
0.2540081,1.9741623,1.09516,2.1178992,0.8802534,0.8554565,0.9258264,0.9510674,1.0510077
0.2773322,0.106212735,0.06586702,1.8816653,0.9898577,1.2508112,0.95684457,0.94138175,1.4892981
1.2223166,0.9299972,0.90131825,1.7566328,1.1992114,1.8205591,1.0965648,1.0824887,1.1610771
0.671589,0.693702,0.4459022,1.8569399,1.2235214,1.5491045,1.1514856,1.1668739,1.2766676
0.15825768,1.9857575,1.5522672,1.7823247,0.9708351,0.93551075,1.0648001,1.1303636,1.1292813
1.1548816,0.58549106,0.47123286,1.9242007,0.94037443,1.1137743,1.231286,1.1455084,1.08244
0.8675143,0.74449193,0.5988608,1.4744997,0.9652636,1.2192597,1.007914,1.135407,1.5702907
0.48562503,0.3009707,0.06844514,1.6375304,1.3156894,1.3802965,1.1634355,1.2114236,1.3948667
0.113248765,1.2106159,0.91662073,2.4384365,1.4100447,1.6184999,1.312623,1.0923299,1.3616004
0.974308,1.1736546,1.218001,1.8064725,0.9542058,1.0417653,1.0476164,1.1267421,1.4636605
1.163969,1.0111452,0.94635457,1.4512441,1.2358196,1.650307,0.9834437,1.0755925,0.99896663
0.39786726,0.42322674,0.2201665,1.6065749,1.1655604,1.1098998,1.0587295,1.0566118,1.6444304
0.3246947,0.38497382,0.07137085,1.7055598,0.9336382,1.1381855,1.1224619,1.1517372,1.2221762
0.07054637,0.22748722,0.058227815,1.5167092,1.4370673,1.9651215,0.9647155,1.0336571,1.5371667
1.0262552,1.1156769,1.0437995,1.8071089,1.1869686,1.3799224,1.0769465,1.194094,1.4805042
0.87001187,0.6418888,0.32706416,2.0706058,1.3744826,1.5729879,0.85662335,0.9310853,1.6646931
1.040276,1.1538005,1.1439453,1.2895241,1.1546022,1.3987314,1.0340098,1.0408382,1.5711315
0.8233246,0.6204801,0.25585973,1.957874,0.7784337,0.94785696,0.86621934,1.0129151,1.589604
1.349723,0.8813185,0.3021368,1.5906675,1.362257,1.3394579,0.9777021,1.0754447,1.4490508
0.58531755,0.38396174,0.25712618,1.6906085,1.2229456,1.3780764,1.008317,1.1072638,1.3042231
0.04221312,0.058333423,0.021516448,1.4613563,1.2703798,1.4311104,0.8996943,1.0679445,1.6103528
0.08047794,0.9512531,0.8623352,1.5311551,0.9413558,1.0975529,1.060227,1.1042044,1.4009145
0.14293678,1.6776772,1.1017498,1.7275871,0.84826076,0.7555829,1.0849638,1.1122217,1.090249
1.0208715,1.120364,1.1610781,1.514775,1.2429805,1.2592515,1.2013434,1.2340587,1.28332
0.4640045,0.7447931,0.13621856,1.6971167,1.1153277,1.377466,0.92664313,0.99011874,1.8058707
1.1719416,0.922583,0.30269542,1.6413722,1.5587515,1.5885254,1.2374694,1.2481062,1.428706
0.07609014,0.24604146,0.31892133,1.8101895,1.1054753,1.7850957,0.895157,1.0017543,1.6563778
0.18263009,0.2531649,0.14242758,1.649473,1.1177821,1.2031398,0.8594717,0.98996955,1.6512733
0.25496927,0.24537462,0.0073543917,1.6680644,1.1604441,1.5550185,1.2099665,1.2294965,1.331007
0.3319908,0.24141414,0.16346271,0.8129268,0.9679316,0.5791071,1.064761,1.1476115,1.3266917
1.3562099,1.0045207,0.28663424,1.7063797,1.1143507,1.4659632,1.0405477,1.0225778,1.3215373
0.075650066,0.25137866,0.084148884,1.6885214,1.0700133,1.3067449,1.0003872,1.0371374,1.1336263
1.1086639,1.1521394,1.0543139,1.7168231,1.009065,1.2642367,1.0091121,1.060222,1.7179189
1.0247381,1.107829,1.1538877,1.9610882,1.1342496,1.705376,0.9458294,1.1061959,1.114126
0.7824119,0.5072369,0.17111056,1.4340879,0.94211805,1.2030584,1.1291652,1.1669438,1.1542677
1.0266759,1.1177821,0.88443184,1.7286199,1.0980024,1.1399034,1.0314829,1.1279445,1.1179631
0.9283359,0.6285394,0.22327694,1.9157016,0.95398396,1.0535072,0.91234887,1.0328426,1.5909324
0.63155925,0.6638556,0.34979048,1.4871417,1.1826413,1.8163558,1.0436481,1.1637484,1.2517526
0.7726151,1.0255704,0.94172215,1.6514846,1.1381186,1.31053,1.0199069,1.1137555,1.5666054
1.0446984,1.141332,1.0957497,1.7916911,1.3312204,2.004878,1.073617,1.183351,1.3865165
0.98449445,1.1155707,1.0120443,1.3485105,0.977506,1.2808384,1.0051657,1.1025121,1.753044
0.10661337,0.64579564,0.5887638,1.6145952,0.9686678,0.9818924,0.91870755,1.0358857,1.6852771
0.046854313,0.592433,0.37585214,1.5080986,1.2402477,1.290873,1.1588414,1.2139149,1.1492664
0.92790216,1.1415334,1.0889536,1.2547431,1.126725,1.7889402,1.1954907,1.1047288,1.2227073
0.011054197,0.23113546,0.0,1.3579586,1.1712981,1.2398072,0.9278908,1.1300097,1.2781732
0.99541616,1.1499349,1.081091,1.9442691,1.0665327,1.7105751,0.9403807,1.0889794,1.6342837
0.040610828,0.63680357,0.09115046,1.7828306,0.7880023,0.7750483,0.89461,1.0767841,1.1596861
0.15220559,0.21055146,0.24509189,1.557685,1.4272027,1.6430547,1.0468552,1.1336474,1.5347052
0.8018466,0.65197617,0.38861424,1.5028561,1.0500454,1.0602598,1.014028,1.0517485,1.5595007
1.042391,1.1199399,1.054425,1.4716713,1.3264666,1.4402428,1.2060633,1.1524178,1.3508989
0.106793925,0.1249402,0.10024072,1.6149224,1.0806878,1.2251498,1.0237556,1.1093994,1.392042
0.99251777,1.1469252,1.1449231,1.9568305,0.9398785,1.0512328,0.9743017,1.0394368,1.6017374
1.114305,0.9471545,0.96038926,1.941882,1.0712684,1.5894517,1.0094874,1.155428,1.2688484
0.0494129,1.8529701,1.1578579,1.5892316,1.0390999,1.2662499,0.9331929,1.0801406,1.6004672
0.9558535,1.0585583,1.1227206,1.5299474,1.2357271,1.5689857,1.1988022,1.1926918,1.3694384
0.19457905,0.3471463,0.28710207,1.0362853,1.253987,1.8763115,0.9833242,1.0206019,1.5008097
1.1189651,1.2125583,1.1264651,1.1107445,0.9773519,1.0606067,0.8376066,1.001107,1.685018
0.14697742,0.19759355,0.24318457,1.4058496,1.4278421,1.4769679,1.0775301,1.1645458,1.4297651
1.0123047,1.0853586,0.9651039,1.3484197,1.2010149,1.4194286,1.0575284,1.0019422,1.4739199
1.0125017,1.1743867,1.141664,1.5680761,0.9925097,1.2668095,0.92825854,1.0488445,1.6365486
0.9284479,0.69349325,0.3171054,1.2314327,1.1511087,1.458181,0.96849024,1.0560201,1.7213712
0.035381593,0.060487833,0.050212942,1.2075273,1.2280552,1.53018,0.9764383,1.0697966,1.4954783
1.0248206,1.0944684,1.3132399,1.6852328,1.2422863,1.7922994,0.97551775,1.0845733,1.6799536
1.0293256,1.0551246,0.63610166,1.7978207,0.99584365,1.0880767,0.891623,1.0186293,1.7163758
1.2406753,0.71704084,0.5921361,1.1753477,0.93580234,1.0571507,0.8136587,0.9053154,1.7066709
0.9841236,1.0945472,1.030061,1.6341212,0.8640482,1.1128467,0.9660626,1.1186081,1.5215625
1.0089777,1.1593757,1.1140434,1.3766491,0.96410626,1.2883844,0.92087805,0.9932362,1.6447618
1.1450675,1.1589284,1.1647258,1.5204859,1.2003398,1.8668653,1.0820109,1.1170757,1.079819
1.0233889,1.1337059,1.0808855,1.7566344,0.90962666,1.1415206,0.89606595,1.0744172,1.4959966
0.09707083,0.41483584,0.17234293,1.5358769,1.1972884,1.326152,0.8720707,1.0304586,1.7092506
1.2510068,0.93981934,0.25934938,1.230371,1.2082632,2.1085985,1.110502,1.1151347,1.5252193
1.119113,1.1487828,1.0353855,1.7881062,1.0197378,1.2058663,0.96456623,1.0249165,1.7313577
0.12088723,1.521141,1.1695966,1.5344453,1.8210347,1.6310784,1.0488771,1.1419408,1.3367677
1.1932554,1.1393734,1.0599462,1.1822245,1.2652836,1.7188566,0.91303724,1.0278147,1.796009
0.9214261,0.96096265,0.56696624,1.2746867,1.6312685,2.1063316,0.9453428,1.0678054,1.6696246
0.8631346,0.898954,0.9564727,2.1295462,1.2363253,1.6550595,1.0939105,1.2004918,1.3335614
0.9540077,1.1589967,0.9976573,2.2669864,1.3137743,2.1444292,0.8409492,0.9465791,1.706512
0.10348162,0.41958135,0.37656388,1.2896203,0.99400914,1.1877464,1.0839081,1.1494755,1.278721
1.0990003,1.1358843,0.9631913,1.5347388,1.6683296,1.9886614,1.1125681,1.1713284,1.440791
0.6887363,0.5855398,0.17682545,1.3342733,0.90683335,0.9254054,0.72279346,0.99830276,1.066793
0.9681005,1.1519079,1.1293582,1.8254497,1.2380329,1.7954553,0.96721715,1.0459555,1.5177113
1.0217505,0.44503695,0.14858332,1.6307375,1.632683,1.8041298,0.8703137,0.9737083,1.674433
1.0381336,0.9395982,0.81482774,1.261631,1.2110041,1.685644,0.83300835,1.0439852,1.6482273
1.089037,1.0727743,1.1018546,1.6453354,1.1263211,1.4818299,0.9630483,1.0952222,1.6093572
0.92744404,0.7385864,0.3138723,1.7347907,0.81305265,0.77634084,0.9927425,1.1016749,1.7022514
1.0535377,1.0786358,1.1573824,1.4898343,1.8193271,2.051361,0.9586938,1.02465,1.6229129
1.2500888,1.1244391,0.47744393,1.8363377,1.1027049,1.645672,0.91079473,1.0716399,1.4468853
1.1697898,1.2016653,1.1238136,1.7897193,1.1894592,1.3913753,1.0439578,1.0844493,1.5294619
0.8640658,1.0977664,0.98834175,1.636121,1.1009176,1.3550979,1.3027109,1.2601779,1.2849541
0.942938,1.1282957,1.138514,1.2351205,1.2483672,1.1452837,1.3885716,1.2859185,1.3722024
0.101471975,0.50243217,0.71430093,1.7799729,0.73998666,0.5412547,1.1027508,1.1298953,1.3263215
0.13716689,0.04962266,0.06293912,1.7934006,1.2356062,1.408844,1.1184758,1.2004663,1.3456833
0.5199205,0.9090259,0.92707187,0.93778396,0.96070474,1.3691748,1.0259062,1.0797186,1.4720027
0.0017973119,0.05098546,0.0,1.7636232,0.8031618,0.5694727,1.0888984,1.1622958,1.2993827
1.0193703,1.053438,1.2717018,1.1688776,0.97832143,0.8731126,1.1966046,1.2832565,1.2256708
1.1762521,1.1774125,1.0696614,1.4454119,1.2286415,1.4845268,1.0209197,1.0012236,1.5916833
0.060601927,0.09461847,0.024848513,1.5857648,1.1812091,1.2416118,1.1687826,1.1845362,1.3231786
0.53129053,0.37930036,0.16376936,1.681491,0.97423536,1.0632683,0.99880075,1.1089246,1.59824
0.55080736,0.5444368,0.36510167,1.5501549,0.76062,0.9009721,1.1079286,1.1063432,1.07964
1.053876,1.1417917,0.99210846,1.7348706,1.2099832,1.2757754,0.8980619,1.0388657,1.6388384
0.979618,1.0720334,1.1242169,1.233579,0.8196991,1.1078252,1.150375,1.2016162,1.3907173
0.5700371,0.6953013,0.6843361,1.9363638,1.6141768,1.5799111,1.0978314,1.1000546,1.5225803
0.0038774193,0.005188813,0.044498544,1.5588981,1.6165339,1.7135009,0.85279435,0.994372,1.7582202
1.135462,1.1191403,1.0136302,1.3491265,0.810897,0.8127906,0.8924927,0.9848981,1.6626309
1.0054293,1.0897759,1.1135541,1.218131,1.3066797,1.7934453,1.020412,1.1592628,1.6153977
0.96578103,1.0908624,1.107325,1.9299364,1.0446368,1.4562267,0.85221905,0.9754841,1.6884295
1.011529,1.146147,1.1344941,2.4428244,1.1848774,1.5661061,0.94813555,0.94017446,1.0123861
0.8842366,1.0478929,0.6734449,1.2641863,1.0337386,1.6686091,0.98238873,1.0873846,1.4687405
0.98015076,1.1235335,1.1988797,1.3803091,1.1702168,1.430608,1.3991033,1.0494285,1.4125608
0.40153208,0.25660726,0.06469839,1.7123052,1.1593107,1.2274543,1.0419505,1.1592089,1.2450862
0.10547719,0.21039446,0.041240834,1.9575279,0.9721444,1.08417,0.8347374,1.1180469,1.3257926
1.0604721,1.0868859,1.1480129,1.9991455,1.3013014,1.8729284,0.9316576,1.0558523,1.8505514
1.0606029,1.1515204,1.0880527,2.398932,1.2107452,1.41417,0.87265563,1.0254837,1.5660836
0.011638418,0.010413398,0.045357414,1.7699412,1.3077538,1.5145556,0.93170065,1.0218205,1.7455584
1.0026556,1.1363773,1.1023048,1.7432066,1.1901791,1.27699,1.1670625,1.1962293,1.4489048
1.0411239,1.0876833,0.77234864,1.7111592,0.9267073,1.1037827,0.95674336,1.0024965,1.5131825
1.0484129,0.97179526,0.88403064,1.3480804,1.2169781,1.429794,1.1426985,1.162759,1.1184206
0.026786262,0.1095916,0.079496056,2.0690215,1.0222144,1.4030511,1.0962867,1.1779133,1.4943703
0.075278394,0.2939525,0.089793764,2.0481164,1.0462729,1.1242665,0.89469045,1.0674009,1.6924884
1.0690246,1.1212696,1.2244893,1.2971154,1.0069871,1.0302553,1.2223217,1.2042984,1.302949
0.09005697,1.6662076,1.4296277,1.7900995,1.5472282,1.4443705,1.0095893,1.1495559,1.4451696
0.76881367,0.62255,0.21259567,1.7154056,1.1444292,1.5459199,0.86333036,1.0564803,1.5274018
1.0024725,1.1500052,1.1463379,2.311569,0.87714785,0.84157854,1.0921713,1.1783324,1.2967956
0.92641544,1.0881189,1.1310209,1.8263962,0.9358881,1.0485679,1.0721741,1.1272354,1.2513607
0.42720526,0.57463515,0.22511989,1.2249846,1.1769216,1.2876228,1.1975875,1.2337008,1.228759
0.19590797,0.33351943,0.06718312,1.9862411,1.4006183,1.9627681,0.8238693,0.8878988,1.6881609
1.0961047,1.14375,1.1221662,1.8159984,1.4353241,1.545112,1.1360037,1.1951436,1.2983958
0.04967435,0.09606098,0.07421996,1.2250493,1.1164569,1.2509271,0.8660834,0.94220215,1.6951325
0.03510062,1.3016642,1.1406434,1.569198,0.76690245,0.7752671,0.8518466,0.9850615,1.6500431
0.27788132,0.21111938,0.3255081,1.845114,0.91599214,0.84687006,0.883324,1.0482937,1.7525401
0.08047647,0.7350171,0.08554062,1.3555472,1.1274576,1.2541946,1.1604017,1.086776,1.1674324
0.14327861,0.051207215,0.040685102,1.699655,0.9474547,1.0450702,1.1047951,1.1243305,1.1935263
0.90083677,0.9079104,0.57911277,1.3160437,1.0730145,1.575256,1.0591575,1.057156,1.3703092
0.024170242,0.3043705,0.13717395,1.8445684,1.1760604,1.2145591,0.8702188,1.0009221,1.5117563
0.6620996,0.56665564,0.4477954,1.2528925,0.92136574,1.2395729,0.88195187,0.9931134,1.6529453
0.02096987,0.06597957,0.05898194,1.722763,1.3797923,1.7154235,1.0082098,1.1682354,1.3293326
1.018269,0.9950523,1.019791,1.6092231,1.2556323,1.4579259,1.0553018,1.1087142,1.5036008
0.20565322,0.16483489,0.29443735,1.4988822,0.9622277,1.1772969,1.0858119,1.1943754,1.3398484
1.1494296,0.94689286,0.86210346,1.9101831,1.1478089,1.4325919,0.86512214,0.94027233,1.1566262
0.9146511,0.72929835,0.83863986,1.9135554,1.1232055,1.5910997,0.9838581,1.0367061,1.7687665
0.007730456,0.0077282568,0.037274625,1.7944267,1.0641131,1.4887311,1.0034089,1.0941224,1.6598938
0.036964,0.19838496,0.11789079,1.3755654,1.2092768,1.24609,0.9357751,1.0032215,1.2216002
0.94611424,1.1517375,1.0390695,1.1486535,1.0622364,1.9218009,1.191651,1.1523955,1.2628605
1.2610618,0.824743,0.75226384,1.5676113,1.0648324,1.3529419,0.8533522,0.9925741,1.7412375
0.50326985,0.3625915,0.16430861,1.8708161,1.5865029,1.8136119,1.083409,1.1395357,1.5150503
0.9661795,1.0395162,1.0290891,1.5024593,1.062621,1.6456258,1.0718743,1.1768965,1.3992946
1.0246886,0.98654926,1.0157883,1.706487,1.197727,1.7423904,0.9457389,1.0271538,1.6550593
0.9437624,0.42451298,0.11836464,1.1745634,1.1202314,1.262873,1.1212347,1.1426325,1.2262273
0.16268036,0.8326751,0.94878227,1.5639894,1.1573122,1.9650754,0.95710117,1.0624195,1.1230211
0.82619846,0.70733154,0.27149612,1.809116,0.7886323,0.764043,1.2430332,1.2204216,1.1864
1.1493888,1.1317877,1.3080832,1.309357,1.0970901,0.9693751,1.1553385,1.1204321,1.4196078
0.0,0.0026227657,0.0,1.3437663,1.2236954,1.5074009,1.0790124,1.2163379,1.4204198
1.1300882,0.95988005,0.7918181,1.3659099,1.2493713,1.4525256,1.0833622,1.1416233,1.3847234
0.22270806,0.8992354,0.06108411,2.1805446,1.1458184,1.4698809,0.8827013,1.0226799,1.6961802
0.017543184,0.03305435,0.02085758,1.346619,1.0264485,1.1456985,0.9995238,1.1778926,1.7121255
0.8652131,1.0438037,1.075159,1.2874012,1.1131746,1.6975763,1.1188633,1.1133001,1.4152994
1.0129131,1.1264044,1.1111791,1.6087459,1.2652137,2.0289867,1.1072606,1.1506016,1.2211306
1.0620853,1.1051413,0.9682502,1.9167672,1.4957632,1.8571637,0.8200634,0.88882154,1.6615779
1.0257431,1.0920677,1.0494884,1.3025653,0.98543525,1.0837977,1.1552982,1.178796,1.3787131
0.35701013,0.19429477,0.07136178,1.7171003,0.8863956,1.1300672,1.111112,1.1039513,1.4687026
0.06545551,0.74003106,0.06508377,1.3793378,0.96432936,1.3217633,1.0989125,1.1548914,1.4847047
1.1524324,0.989736,0.31505117,1.7272812,1.1603639,1.2924082,1.0053804,1.0509322,1.4963938
1.0738713,1.1128514,1.0696537,1.9236267,1.2299036,1.7378069,1.0796493,1.1027983,1.4465396
0.40295133,0.2917813,0.117366806,1.2554531,0.9667689,1.2305074,0.8755794,0.95683986,1.6302409
0.39786726,0.42322674,0.2201665,1.6065749,1.1655604,1.1098998,1.0587295,1.0566118,1.6444304
0.8580181,0.8329469,0.66060996,2.0151157,1.1976736,1.8392835,1.0812644,1.1377023,1.2727925
0.0932319,0.06733634,0.19704834,2.1426995,1.1226265,1.2209178,1.041385,1.0911603,1.1221249
0.89265347,0.6878969,0.2678697,1.453466,1.0444884,1.1768159,1.0197439,1.150599,1.3383358
0.989088,1.04432,0.99024326,1.1200856,1.1293021,2.1171565,1.1163969,1.159428,1.3451084
0.8793464,0.95809853,0.7442292,1.6985209,1.1259505,1.7080777,0.8547985,0.9838641,1.6762568
0.6625715,0.48763314,0.24865824,1.6093073,1.1616645,1.6425331,1.06163,1.1232299,1.3286052
0.21216199,0.35546073,0.20020239,2.3815687,1.3516948,1.5279186,1.0689723,1.1182653,1.5884922
1.0929068,1.1246631,1.0598978,1.420052,1.2638303,1.4357146,0.9081833,1.0271524,1.6953276
0.112909265,0.6724456,0.06870041,1.7565075,1.1292132,1.689387,0.97364914,1.1149403,1.0892693
1.1206727,1.1718587,0.9950073,1.8859426,1.1754414,1.6102577,0.97232914,1.0608671,1.4146988
0.021413526,0.07553731,0.06856307,1.2515146,1.3401016,2.208099,0.9715661,1.0172466,1.7336401
0.075256,0.08599778,0.041089322,1.2111572,1.2042578,1.1572223,0.9409108,1.1000084,1.477664
1.3227456,0.89067537,0.7732257,1.7498975,1.1299583,1.4399791,0.86838686,1.0589298,1.754424
0.13274491,0.6847856,0.21129684,1.9058546,1.2364982,1.6810511,0.9133819,0.993721,1.4796427
0.039016258,0.39469588,0.21744026,1.6738645,0.932471,1.0805793,1.0806764,1.117182,1.2522497
0.047334686,0.047998372,0.14165579,1.1749699,0.59657085,0.3126002,0.919242,1.1345346,1.3003039
0.15476666,0.15080227,0.022194676,2.2052686,1.1203197,1.583591,1.0473894,1.0962405,1.2689779
0.29594585,0.51415294,0.10246648,1.1153251,0.93720776,1.2128915,1.137205,1.2079091,1.4519674
0.022684831,0.012597565,0.039533652,1.6517377,1.0712093,0.9942219,0.9763662,1.1426316,1.1483413
0.0058032447,0.005174318,0.034627087,1.8216022,1.3025672,1.5244218,1.1155368,1.1526644,1.2728909
0.46971378,0.5623787,0.046683647,1.5054575,1.1863916,1.4185548,1.0340321,1.110786,1.6168654
1.0524101,1.1414762,1.1025361,1.8217207,1.4283623,1.464407,1.1242857,1.1841531,1.3082297
1.123257,1.1657021,1.0617789,1.2385787,1.5268675,1.6874744,0.84595746,0.93340313,1.6420076
0.06927437,0.85033965,0.5879041,1.457664,1.1145151,1.43041,0.98021334,1.152807,1.018889
1.0769826,1.133717,1.0225823,1.8966887,1.2680321,1.6018028,1.0200797,1.0941108,1.1631318
0.04053244,0.14316049,0.040763088,1.3690405,1.4807422,1.6438832,1.1873116,1.2244716,1.2842443
0.18312518,0.37947685,0.22085838,2.0129964,1.2588161,1.5921955,0.9071289,1.0236695,1.4905534
1.1114211,1.1439736,0.87915033,1.1941773,0.79879534,0.99250954,0.86562306,1.0197823,1.708843
0.5854349,0.44302553,0.15220696,1.665413,1.106349,1.1785783,0.86233145,1.042134,1.2984279
0.056954775,0.11114407,0.06376329,1.1797667,1.1095295,1.5025268,1.0583727,1.0255866,1.2537732
0.7771035,0.59988356,0.39981204,1.2631211,0.9841205,0.8806717,0.8520463,0.953301,1.6860639
1.0157019,1.1523474,1.1259904,1.5312331,1.5396938,2.089033,1.1385133,1.1229044,1.5369343
0.01519985,0.010113015,0.0039921603,1.3574951,1.1266944,0.98346645,0.91658765,1.0343785,1.6540892
0.9420432,1.0131559,1.1066253,1.424066,1.1520269,1.429799,1.0514584,1.026094,1.1848989
1.0240855,1.0869628,0.9162343,1.1871171,1.1544992,1.4240861,0.85046196,1.0455998,1.7674392
